benchmark,closure,referenced,referenced non-empty,read non-empty,used,unused non-empty,present non-empty,exact match,widened,narrowed,optimized away non-empty,dependent,other reasons unused non-empty,polluted,used polluted,unused polluted,used polluted exact match,used polluted widened,used polluted narrowed
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","make_ansi_style",96,62,32,13,49,10,5,8,0,39,45,1,13,0,13,0,0,0
"kaggle:titanic","ansi256",109,38,34,14,24,19,8,6,0,5,19,2,0,0,0,0,0,0
"kaggle:titanic","ansi_style_from_r_color",25,19,8,4,15,4,1,3,0,11,10,1,1,1,0,0,1,0
"kaggle:titanic","create_formatter",90,61,26,20,41,17,17,3,0,24,38,2,19,1,18,1,0,0
"kaggle:titanic","merge_embedded_styles",112,66,37,16,50,19,12,4,0,31,47,1,28,1,27,0,1,0
"kaggle:titanic","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","last",6,4,4,1,3,3,0,1,0,0,2,1,3,1,2,0,1,0
"kaggle:titanic","%||%",3,3,3,0,3,2,0,0,0,1,3,0,3,0,3,0,0,0
"kaggle:titanic","",8,5,4,1,4,3,0,1,0,1,2,1,0,0,0,0,0,0
"kaggle:titanic","call_if_fun",11,10,6,1,9,4,1,0,0,5,2,3,3,1,2,1,0,0
"kaggle:titanic","substring",38,23,23,11,12,10,4,7,0,2,11,1,8,6,2,0,6,0
"kaggle:titanic","ansi_strip",33,17,11,1,16,10,0,1,0,6,15,1,0,0,0,0,0,0
"kaggle:titanic","rep.int",2,2,2,1,1,1,0,1,0,0,0,1,2,1,1,0,1,0
"kaggle:titanic","vapply",15,9,8,0,9,8,0,0,0,1,6,3,6,0,6,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","clii__container_end",308,100,39,12,88,23,10,2,0,65,67,8,9,1,8,1,0,0
"kaggle:titanic","FUN",12,7,5,1,6,1,1,0,0,5,5,0,3,0,3,0,0,0
"kaggle:titanic","is_yes",8,8,3,2,6,1,2,0,0,5,4,1,4,1,3,1,0,0
"kaggle:titanic","vapply",15,9,8,0,9,8,0,0,0,1,6,3,6,0,6,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","vlapply",5,5,1,0,5,1,0,0,0,4,2,1,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","viapply",5,5,1,0,5,1,0,0,0,4,0,1,0,0,0,0,0,0
"kaggle:titanic","%||%",4,4,4,0,4,3,0,0,0,1,3,1,3,0,3,0,0,0
"kaggle:titanic","is_character",7,4,4,1,3,3,1,0,0,0,0,3,2,0,2,0,0,0
"kaggle:titanic","unknown--fromConstant",5,4,4,0,4,3,0,0,0,1,2,2,0,0,0,0,0,0
"kaggle:titanic","vec_cast",14,7,5,0,7,5,0,0,0,2,4,2,3,0,3,0,0,0
"kaggle:titanic","vec_size",7,4,4,1,3,3,1,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","mapped_discrete",14,9,3,0,9,3,0,0,0,6,7,2,2,0,2,0,0,0
"kaggle:titanic","FUN",6,4,3,0,4,2,0,0,0,2,4,0,2,0,2,0,0,0
"kaggle:titanic","mostattributes<-",106,3,3,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","FUN",6,4,3,0,4,2,0,0,0,2,4,0,0,0,0,0,0,0
"kaggle:titanic","diff",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","FUN",5,3,3,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","FUN",5,3,3,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","get_expr",8,5,4,0,5,4,0,0,0,1,3,2,4,0,4,0,0,0
"kaggle:titanic","rep_len",2,2,2,1,1,1,0,1,0,0,0,1,2,1,1,0,1,0
"kaggle:titanic","lengths",2,2,2,0,2,2,0,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","unique",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","factor",93,55,45,15,40,27,10,5,0,13,33,4,20,3,17,1,2,0
"kaggle:titanic","FUN",34,26,19,5,21,12,4,1,0,9,13,3,6,0,6,0,0,0
"kaggle:titanic","is.discrete",13,11,9,3,8,4,3,0,0,4,1,3,5,0,5,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","FUN",39,25,17,5,20,11,4,1,0,9,15,4,3,0,3,0,0,0
"kaggle:titanic","",11,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","obj_is_vector",5,3,3,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","vec_ptype_finalise",6,3,3,0,3,3,0,0,0,0,2,1,2,0,2,0,0,0
"kaggle:titanic",".simplicity",38,29,17,9,20,8,9,0,0,12,19,0,0,0,0,0,0,0
"kaggle:titanic",".coverage",18,18,18,0,18,15,0,0,0,3,18,0,0,0,0,0,0,0
"kaggle:titanic",".density",34,24,24,0,24,18,0,0,0,6,24,0,0,0,0,0,0,0
"kaggle:titanic",".legibility",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic",".simplicity.max",17,16,14,6,10,7,6,0,0,3,10,0,0,0,0,0,0,0
"kaggle:titanic","FUN",11,7,7,4,3,2,3,1,0,1,3,0,3,1,2,0,1,0
"kaggle:titanic","FUN",10,6,5,0,6,4,0,0,0,2,4,2,3,0,3,0,0,0
"kaggle:titanic","transform_position",54,43,23,10,33,13,3,7,0,20,31,2,8,3,5,1,2,0
"kaggle:titanic","do.call",9,9,6,1,8,5,0,1,0,3,5,2,3,1,2,0,1,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","as_label",107,59,31,8,51,21,8,0,0,30,35,8,14,0,14,0,0,0
"kaggle:titanic","caller_arg",34,17,10,0,17,7,0,0,0,10,7,3,1,0,1,0,0,0
"kaggle:titanic","duplicate",7,4,4,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0
"kaggle:titanic","arg_match0",12,5,5,0,5,5,0,0,0,0,2,3,1,0,1,0,0,0
"kaggle:titanic","current_env",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","check_arg",25,9,9,0,9,4,0,0,0,5,2,2,2,0,2,0,0,0
"kaggle:titanic","aes_to_scale",17,15,7,4,11,3,3,1,0,8,10,1,4,1,3,1,0,0
"kaggle:titanic","%||%",3,3,3,2,1,0,1,1,0,1,0,0,2,1,1,1,0,0
"kaggle:titanic","resolve_guide",24,21,12,2,19,6,2,0,0,13,13,1,13,0,13,0,0,0
"kaggle:titanic","new.env",4,4,3,3,1,0,1,2,0,1,0,0,2,2,0,0,2,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","exists",8,6,4,1,5,3,0,1,0,2,0,3,4,1,3,0,1,0
"kaggle:titanic","new_guide",154,78,40,6,72,32,2,4,0,40,67,5,16,0,16,0,0,0
"kaggle:titanic","ggproto",65,25,18,6,19,9,4,2,0,10,14,2,8,3,5,1,2,0
"kaggle:titanic","validate_guide",28,17,12,3,14,6,2,1,0,8,8,2,3,0,3,0,0,0
"kaggle:titanic","check_subclass",45,30,17,6,24,9,5,1,0,15,13,5,6,1,5,0,1,0
"kaggle:titanic","vec_cast",14,7,5,0,7,5,0,0,0,2,4,2,3,0,3,0,0,0
"kaggle:titanic","vec_assert",72,42,30,6,36,14,6,0,0,22,31,4,17,0,17,0,0,0
"kaggle:titanic","find_global",17,8,2,1,7,1,1,0,0,6,6,1,1,0,1,0,0,0
"kaggle:titanic","find_global",17,8,2,1,7,1,1,0,0,6,6,1,1,0,1,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","compact",8,7,4,1,6,3,1,0,0,3,4,0,0,0,0,0,0,0
"kaggle:titanic","as.matrix",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","is_empty",8,3,1,0,3,1,0,0,0,2,2,1,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","new_aes",81,36,25,9,27,14,5,4,0,13,22,1,12,2,10,0,2,0
"kaggle:titanic","match",4,4,4,0,4,4,0,0,0,0,2,2,3,0,3,0,0,0
"kaggle:titanic","FUN",10,6,5,0,6,4,0,0,0,2,4,2,3,0,3,0,0,0
"kaggle:titanic","FUN",28,18,10,5,13,3,5,0,0,10,5,2,11,1,10,1,0,0
"kaggle:titanic","aesthetics",60,25,14,2,23,11,0,2,0,12,21,0,2,0,2,0,0,0
"kaggle:titanic","label_ordinal",5,5,1,0,5,1,0,0,0,4,4,1,0,0,0,0,0,0
"kaggle:titanic","vec_cast",14,7,5,0,7,5,0,0,0,2,4,2,3,0,3,0,0,0
"kaggle:titanic","FUN",14,14,13,2,12,10,2,0,0,2,11,0,6,0,6,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","caller_arg",34,17,10,0,17,7,0,0,0,10,7,3,1,0,1,0,0,0
"kaggle:titanic","integer",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","make.names",20,18,12,4,14,5,1,3,0,9,11,1,0,0,0,0,0,0
"kaggle:titanic","transform_position",54,43,23,10,33,13,3,7,0,20,31,2,8,3,5,1,2,0
"kaggle:titanic","transform",16,12,2,0,12,2,0,0,0,10,12,0,0,0,0,0,0,0
"kaggle:titanic","as.matrix",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","",10,10,2,0,10,1,0,0,0,9,5,1,2,0,2,0,0,0
"kaggle:titanic","encode_c",46,33,23,8,25,16,7,1,1,9,19,5,10,2,8,1,1,1
"kaggle:titanic","is_linear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","unit",54,34,30,10,24,18,8,2,0,6,17,3,9,1,8,1,0,0
"kaggle:titanic","ncol",4,3,3,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","",107,45,35,10,35,17,6,4,0,18,27,6,4,1,3,1,0,0
"kaggle:titanic","unknown--fromConstant",5,3,3,0,3,3,0,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","encode_c",46,33,23,8,25,16,7,1,1,9,19,5,10,2,8,1,1,1
"kaggle:titanic","alpha",109,40,25,7,33,13,2,5,0,20,26,2,13,3,10,0,3,0
"kaggle:titanic","check_linewidth",17,3,2,0,3,2,0,0,0,1,2,1,1,0,1,0,0,0
"kaggle:titanic","check_bool",16,6,6,1,5,4,1,0,0,1,3,1,0,0,0,0,0,0
"kaggle:titanic","unit",54,34,30,10,24,18,8,2,0,6,17,3,9,1,8,1,0,0
"kaggle:titanic","ggname",7,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","remove_missing",94,69,35,10,59,23,9,1,0,36,43,7,11,0,11,0,0,0
"kaggle:titanic","",8,6,2,0,6,2,0,0,0,4,4,1,0,0,0,0,0,0
"kaggle:titanic","logical",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"kaggle:titanic","FUN",20,12,10,2,10,5,2,0,0,5,3,3,4,0,4,0,0,0
"kaggle:titanic","fill_alpha",38,4,2,1,3,1,0,1,0,2,2,0,4,1,3,0,1,0
"kaggle:titanic","rowSums",91,43,40,18,25,17,16,2,0,8,20,2,3,0,3,0,0,0
"kaggle:titanic","alpha",109,40,25,7,33,13,2,5,0,20,26,2,13,3,10,0,3,0
"kaggle:titanic","fill_alpha",38,4,2,1,3,1,0,1,0,2,2,0,4,1,3,0,1,0
"kaggle:titanic","FUN",11,7,7,4,3,3,3,1,0,0,3,0,3,1,2,0,1,0
"kaggle:titanic","character",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","detect_missing",47,39,19,5,34,11,5,0,0,23,27,3,8,0,8,0,0,0
"kaggle:titanic","modify_list",16,14,13,7,7,6,0,7,0,1,6,1,6,1,5,0,1,0
"kaggle:titanic","element_grob",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","calc_element",99,51,25,5,46,16,4,1,0,30,39,3,13,1,12,0,1,0
"kaggle:titanic","FUN",7,7,2,0,7,2,0,0,0,5,3,1,2,0,2,0,0,0
"kaggle:titanic","len0_null",5,4,4,2,2,1,2,0,0,1,0,1,0,0,0,0,0,0
"kaggle:titanic","vec_recycle",10,5,5,1,4,4,1,0,0,0,1,3,0,0,0,0,0,0
"kaggle:titanic","unit",54,34,30,10,24,18,8,2,0,6,17,3,9,1,8,1,0,0
"kaggle:titanic","unit",54,34,30,10,24,18,8,2,0,6,17,3,9,1,8,1,0,0
"kaggle:titanic","upgradeUnit",9,8,6,2,6,2,2,0,0,4,2,1,5,0,5,0,0,0
"kaggle:titanic","convertUnit",49,46,23,9,37,14,9,0,0,23,34,2,4,0,4,0,0,0
"kaggle:titanic","valid.units",5,3,3,1,2,2,1,0,0,0,0,2,0,0,0,0,0,0
"kaggle:titanic","is_symbol",10,6,6,1,5,4,0,1,0,1,2,2,2,1,1,0,1,0
"kaggle:titanic",".set_row_names",6,5,5,0,5,3,0,0,0,2,2,2,1,0,1,0,0,0
"kaggle:titanic","grobWidth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","check_unit",20,8,6,2,6,1,2,0,0,5,0,1,3,0,3,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","sapply",32,25,20,7,18,10,4,3,0,8,13,3,9,0,9,0,0,0
"kaggle:titanic","gList",28,17,10,3,14,5,3,0,0,9,11,3,6,0,6,0,0,0
"kaggle:titanic","gtable_add_cols",117,38,14,5,33,7,5,0,0,26,21,3,6,0,6,0,0,0
"kaggle:titanic","sys.parent",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","is_theme_complete",14,11,10,1,10,1,1,0,0,9,6,0,2,0,2,0,0,0
"kaggle:titanic","add_theme",63,51,14,5,46,8,5,0,0,38,41,0,4,0,4,0,0,0
"kaggle:titanic","is_theme_validate",17,13,3,1,12,2,1,0,0,10,8,1,2,0,2,0,0,0
"kaggle:titanic","is_theme_validate",20,16,16,1,15,2,1,0,0,13,11,1,5,0,5,0,0,0
"kaggle:titanic","merge_element",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","is.subclass",44,33,21,5,28,14,3,2,0,14,21,5,15,1,14,0,1,0
"kaggle:titanic","xor",17,7,7,5,2,0,5,0,0,2,2,0,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","sapply",32,25,20,7,18,10,4,3,0,8,13,3,9,0,9,0,0,0
"kaggle:titanic","textGrob",44,33,12,3,30,7,3,0,0,23,21,3,9,0,9,0,0,0
"kaggle:titanic","unit",54,34,30,10,24,18,8,2,0,6,17,3,9,1,8,1,0,0
"kaggle:titanic","validGrob",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","convertUnit",49,46,20,8,38,15,8,0,0,23,34,2,6,1,5,1,0,0
"kaggle:titanic","font_descent",44,37,20,7,30,9,3,4,0,21,21,3,4,0,4,0,0,0
"kaggle:titanic","",11,8,8,4,4,3,3,1,0,1,1,3,0,0,0,0,0,0
"kaggle:titanic","vec_recycle",10,5,5,1,4,4,1,0,0,0,1,3,0,0,0,0,0,0
"kaggle:titanic","rotate_just",137,93,48,34,59,31,33,1,0,28,53,4,4,0,4,0,0,0
"kaggle:titanic","titleGrob",344,210,140,27,183,98,26,1,0,85,165,12,47,2,45,1,1,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","convertUnit",49,46,20,8,38,15,8,0,0,23,34,2,6,1,5,1,0,0
"kaggle:titanic","width_cm",29,25,12,8,17,2,8,0,0,15,5,1,8,0,8,0,0,0
"kaggle:titanic","as.graphicsAnnot",10,5,5,1,4,1,0,1,0,3,4,0,3,1,2,0,1,0
"kaggle:titanic","neg_to_pos",8,8,1,0,8,1,0,0,0,7,6,0,4,0,4,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","FUN",29,25,12,6,19,4,6,0,0,15,5,3,9,0,9,0,0,0
"kaggle:titanic","grobHeight",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","eval",8,7,3,1,6,2,1,0,0,4,4,2,3,1,2,1,0,0
"kaggle:titanic","check_number_whole",22,9,3,1,8,1,1,0,0,7,6,0,0,0,0,0,0,0
"kaggle:titanic","getClassDef",60,42,25,1,41,22,1,0,0,19,33,6,6,0,6,0,0,0
"kaggle:titanic","slot",7,4,4,0,4,4,0,0,0,0,0,4,1,0,1,0,0,0
"kaggle:titanic","is.zero",6,6,5,1,5,2,1,0,0,3,2,1,4,0,4,0,0,0
"kaggle:titanic","gtable_add_cols",117,38,14,5,33,7,5,0,0,26,20,3,7,0,7,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","f",103,50,33,15,35,16,13,2,0,19,28,2,9,0,9,0,0,0
"kaggle:titanic","arg_match0",12,5,5,0,5,5,0,0,0,0,2,3,1,0,1,0,0,0
"kaggle:titanic","nrow",4,3,3,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","valid.charjust",96,65,47,17,48,23,13,4,0,25,47,1,10,2,8,2,0,0
"kaggle:titanic","sort.int",244,99,83,36,63,39,18,18,0,24,59,1,24,9,15,1,8,0
"kaggle:titanic",".doSortWrap",40,22,21,11,11,9,7,4,0,2,10,1,2,2,0,0,2,0
"kaggle:titanic",".makeSortEnum",13,5,4,3,2,2,3,0,0,0,2,0,0,0,0,0,0,0
"kaggle:titanic","matrix",13,11,7,0,11,3,0,0,0,8,10,0,5,0,5,0,0,0
"kaggle:titanic","FUN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","NCOL",9,6,6,3,3,3,2,1,0,0,1,2,2,1,1,0,1,0
"kaggle:titanic","sym",39,27,24,4,23,11,4,0,0,12,14,7,6,0,6,0,0,0
"kaggle:titanic","is_symbolic",8,8,3,2,6,1,2,0,0,5,2,1,5,1,4,1,0,0
"kaggle:titanic","is_call",11,6,6,1,5,5,1,0,0,0,2,3,4,0,4,0,0,0
"kaggle:titanic","node_cdr",5,3,3,0,3,3,0,0,0,0,0,3,2,0,2,0,0,0
"kaggle:titanic","f",5,3,3,1,2,2,1,0,0,0,0,2,0,0,0,0,0,0
"kaggle:titanic","duplicated",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","rename_aes",87,43,28,11,32,15,6,5,0,17,25,2,6,1,5,1,0,0
"kaggle:titanic","quo_squash",45,35,21,5,30,7,5,0,0,23,22,2,11,0,11,0,0,0
"kaggle:titanic","is_bare_formula",25,9,6,2,7,4,2,0,0,3,1,4,3,0,3,0,0,0
"kaggle:titanic","is_false",10,10,9,1,9,1,1,0,0,8,8,0,3,0,3,0,0,0
"kaggle:titanic","setdiff",20,16,11,0,16,11,0,0,0,5,12,3,13,0,13,0,0,0
"kaggle:titanic","accessor",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"kaggle:titanic","frame_get",42,36,19,3,33,15,3,0,0,18,28,3,4,0,4,0,0,0
"kaggle:titanic","frame_call",24,11,7,0,11,4,0,0,0,7,2,4,2,0,2,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","strip_dots",106,59,36,12,47,21,7,5,0,26,35,5,16,1,15,0,1,0
"kaggle:titanic","quo_squash_impl",29,23,14,2,21,5,2,0,0,16,17,1,8,0,8,0,0,0
"kaggle:titanic","defaults",47,30,16,0,30,16,0,0,0,14,26,3,19,0,19,0,0,0
"kaggle:titanic","FUN",14,11,11,4,7,4,4,0,0,3,3,2,4,1,3,1,0,0
"kaggle:titanic","eval_bare",8,5,4,0,5,3,0,0,0,2,2,2,1,0,1,0,0,0
"kaggle:titanic","element_blank",58,29,23,8,21,14,4,4,0,7,17,2,6,2,4,0,2,0
"kaggle:titanic","margin",13,8,1,0,8,0,0,0,0,8,6,0,0,0,0,0,0,0
"kaggle:titanic","new.env",4,4,3,3,1,0,1,2,0,1,0,0,2,2,0,0,2,0
"kaggle:titanic","clone",10,2,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0
"kaggle:titanic","FUN",14,8,7,3,5,3,2,1,0,2,3,2,3,0,3,0,0,0
"kaggle:titanic","",7,4,4,1,3,3,1,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","is_column_vec",10,5,5,2,3,2,1,1,0,1,1,2,1,0,1,0,0,0
"kaggle:titanic","is.factor",5,5,4,1,4,1,1,0,0,3,0,1,3,0,3,0,0,0
"kaggle:titanic","is.discrete",8,6,5,2,4,3,2,0,0,1,1,2,2,0,2,0,0,0
"kaggle:titanic","sys.calls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","",14,8,6,1,7,3,0,1,0,4,6,0,3,0,3,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","drop_null",10,6,3,1,5,2,1,0,0,3,3,0,4,1,3,1,0,0
"kaggle:titanic","modifyList",153,61,39,21,40,16,4,17,0,24,39,1,24,6,18,2,4,0
"kaggle:titanic","",57,7,4,2,5,2,2,0,0,3,0,2,0,0,0,0,0,0
"kaggle:titanic","setdiff",20,16,11,0,16,11,0,0,0,5,11,3,13,0,13,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","",481,165,126,58,107,45,40,18,0,62,94,6,12,4,8,0,4,0
"kaggle:titanic","%||%",4,4,4,2,2,1,2,0,0,1,1,1,3,2,1,2,0,0
"kaggle:titanic","FUN",6,4,2,0,4,2,0,0,0,2,2,1,0,0,0,0,0,0
"kaggle:titanic","flip_data",28,17,15,1,16,2,1,0,0,14,12,1,5,0,5,0,0,0
"kaggle:titanic","diff",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","expand_range",15,14,13,7,7,6,7,0,0,1,7,0,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","empty",22,20,14,6,14,8,6,0,0,6,6,5,5,0,5,0,0,0
"kaggle:titanic","",46,20,17,6,14,11,3,3,0,3,11,1,2,1,1,0,1,0
"kaggle:titanic","new.env",4,4,3,3,1,0,1,2,0,1,0,0,2,2,0,0,2,0
"kaggle:titanic","list2env",14,13,5,1,12,4,0,1,0,8,12,0,2,1,1,0,1,0
"kaggle:titanic","as_environment",23,13,10,2,11,7,2,0,0,4,5,4,5,0,5,0,0,0
"kaggle:titanic","detect_void_name",10,5,5,2,3,3,1,1,0,0,3,0,5,2,3,1,1,0
"kaggle:titanic","as_quosure",72,37,23,8,29,13,8,0,0,16,10,11,16,1,15,1,0,0
"kaggle:titanic","FUN",15,8,7,2,6,5,2,0,0,1,2,4,3,0,3,0,0,0
"kaggle:titanic","frame_get",42,36,19,3,33,15,3,0,0,18,28,3,4,0,4,0,0,0
"kaggle:titanic","frame_call",24,11,7,0,11,4,0,0,0,7,2,4,2,0,2,0,0,0
"kaggle:titanic","caller_call",28,15,3,1,14,2,1,0,0,12,10,1,1,0,1,0,0,0
"kaggle:titanic","vapply",15,9,8,0,9,8,0,0,0,1,6,3,6,0,6,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","is_calculated_aes",5,4,1,0,4,1,0,0,0,3,0,1,0,0,0,0,0,0
"kaggle:titanic","input",32,9,6,0,9,5,0,0,0,4,7,1,4,0,4,0,0,0
"kaggle:titanic","setdiff",20,16,11,0,16,11,0,0,0,5,11,3,13,0,13,0,0,0
"kaggle:titanic","FUN",7,6,4,0,6,4,0,0,0,2,2,3,2,0,2,0,0,0
"kaggle:titanic","lapply",15,14,9,0,14,9,0,0,0,5,11,3,9,0,9,0,0,0
"kaggle:titanic","vapply",17,11,9,0,11,8,0,0,0,3,6,3,7,0,7,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","check_required_aesthetics",94,41,24,5,36,15,4,1,0,21,33,2,16,2,14,1,1,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","new_transform",90,53,33,8,45,24,4,4,0,21,42,2,6,2,4,0,2,0
"kaggle:titanic","transform_identity",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","extended_breaks",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"kaggle:titanic","seq",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","regular_minor_breaks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","format_format",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"kaggle:titanic","is_discrete",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","censor",32,20,20,6,14,10,3,1,2,4,12,1,3,2,1,0,0,2
"kaggle:titanic","inherits",3,3,3,0,3,3,0,0,0,0,0,3,2,0,2,0,0,0
"kaggle:titanic","is_guide",5,5,4,1,4,1,1,0,0,3,0,1,2,0,2,0,0,0
"kaggle:titanic","new.env",4,4,3,3,1,0,1,2,0,1,0,0,2,2,0,0,2,0
"kaggle:titanic","new_guide",154,78,40,6,72,32,2,4,0,40,64,6,19,0,19,0,0,0
"kaggle:titanic","ggproto",65,25,18,6,19,9,4,2,0,10,14,2,8,3,5,1,2,0
"kaggle:titanic","check_subclass",45,30,17,6,24,9,5,1,0,15,13,5,6,1,5,0,1,0
"kaggle:titanic","fun",21,7,3,0,7,3,0,0,0,4,5,0,0,0,0,0,0,0
"kaggle:titanic","FUN",125,79,43,15,64,22,13,2,0,42,50,3,29,1,28,1,0,0
"kaggle:titanic","as_string",30,19,18,2,17,12,2,0,0,5,8,5,5,0,5,0,0,0
"kaggle:titanic","transform",16,12,2,0,12,2,0,0,0,10,12,0,0,0,0,0,0,0
"kaggle:titanic","is_list",7,4,4,1,3,3,1,0,0,0,2,1,1,0,1,0,0,0
